condition,unit,D_to_A
prefill_restore_noninstr_dst,26,0.04429817572236061
prefill_restore_noninstr_dst,27,0.0664559006690979
prefill_restore_noninstr_dst,28,0.06076362729072571
prefill_restore_noninstr_dst,29,0.055750783532857895
prefill_restore_noninstr_dst,30,0.04489057511091232
prefill_restore_noninstr_dst,31,0.025182921439409256
prefill_restore_noninstr_dst,32,0.18539321422576904
prefill_restore_noninstr_dst,33,0.0764741376042366
prefill_restore_noninstr_dst,34,0.05409957468509674
prefill_restore_noninstr_dst,35,0.1591576635837555
prefill_restore_noninstr_dst,36,0.09284797310829163
prefill_restore_noninstr_dst,37,0.10745860636234283
prefill_restore_noninstr_dst,38,0.06425832211971283
prefill_restore_noninstr_dst,39,0.03129034489393234
prefill_restore_noninstr_dst,40,0.07364213466644287
prefill_restore_noninstr_dst,41,0.0697142630815506
prefill_restore_noninstr_dst,42,0.06425212323665619
prefill_restore_noninstr_dst,43,0.029662609100341797
prefill_restore_noninstr_dst,44,0.07317080348730087
prefill_restore_noninstr_dst,45,0.03652491793036461
prefill_restore_noninstr_dst,46,0.08172667771577835
prefill_restore_noninstr_dst,47,0.02911519818007946
prefill_restore_noninstr_dst,48,0.1206669956445694
prefill_restore_noninstr_dst,49,0.20562012493610382
prefill_restore_noninstr_dst,50,0.043773103505373
prefill_restore_noninstr_dst,51,0.01748860813677311
prefill_restore_noninstr_dst,52,0.04892399534583092
prefill_restore_noninstr_dst,53,0.026076141744852066
prefill_restore_noninstr_dst,54,0.04025022312998772
prefill_restore_noninstr_dst,55,0.021836303174495697
prefill_restore_noninstr_dst,56,0.048960600048303604
prefill_restore_noninstr_dst,57,0.03411158174276352
prefill_restore_noninstr_dst,58,0.05776060000061989
prefill_restore_noninstr_dst,59,0.007848227396607399
prefill_restore_noninstr_dst,60,0.0434177964925766
prefill_restore_noninstr_dst,61,0.021197471767663956
prefill_restore_noninstr_dst,62,0.05431719869375229
prefill_restore_noninstr_dst,63,0.04374232143163681
prefill_restore_noninstr_dst,64,0.054614003747701645
prefill_restore_noninstr_dst,65,0.019396726042032242
prefill_restore_noninstr_dst,66,0.06946668028831482
prefill_restore_noninstr_dst,67,0.03701202943921089
prefill_restore_noninstr_dst,68,0.04226870834827423
prefill_restore_noninstr_dst,69,0.026231953874230385
prefill_restore_noninstr_dst,70,0.03813089430332184
prefill_restore_noninstr_dst,71,0.020560067147016525
prefill_restore_noninstr_dst,72,0.03390909358859062
prefill_restore_noninstr_dst,73,0.02707132138311863
prefill_restore_noninstr_dst,74,0.04422494024038315
prefill_restore_noninstr_dst,75,0.024030208587646484
prefill_restore_noninstr_dst,76,0.05912639573216438
prefill_restore_noninstr_dst,77,0.04120562970638275
prefill_restore_noninstr_dst,78,0.09247539192438126
prefill_restore_noninstr_dst,79,0.03811978921294212
prefill_restore_noninstr_dst,80,0.09936250001192093
prefill_restore_noninstr_dst,81,0.06587886810302734
prefill_restore_noninstr_dst,82,0.057811189442873
prefill_restore_noninstr_dst,83,0.01209172047674656
prefill_restore_noninstr_dst,84,0.047291457653045654
prefill_restore_noninstr_dst,85,0.02302096039056778
prefill_restore_noninstr_dst,86,0.045752376317977905
prefill_restore_noninstr_dst,87,0.02793448232114315
prefill_restore_noninstr_dst,88,0.04508168250322342
prefill_restore_noninstr_dst,89,0.030791573226451874
prefill_restore_noninstr_dst,90,0.04658488556742668
prefill_restore_noninstr_dst,91,0.012733019888401031
prefill_restore_noninstr_dst,92,0.050261326134204865
prefill_restore_noninstr_dst,93,0.029334038496017456
prefill_restore_noninstr_dst,94,0.07689081877470016
prefill_restore_noninstr_dst,95,0.04073910787701607
prefill_restore_noninstr_dst,96,0.05539628490805626
prefill_restore_noninstr_dst,97,0.05433305352926254
prefill_restore_noninstr_dst,98,0.04234687238931656
prefill_restore_noninstr_dst,99,0.01618204638361931
prefill_restore_noninstr_dst,100,0.15876996517181396
prefill_restore_noninstr_dst,101,0.017878185957670212
prefill_restore_noninstr_dst,102,0.14804042875766754
prefill_restore_noninstr_dst,103,0.017848270013928413
prefill_restore_noninstr_dst,104,0.14777903258800507
prefill_restore_noninstr_dst,105,0.03652150556445122
prefill_restore_noninstr_dst,106,0.17262254655361176
prefill_restore_noninstr_dst,107,0.015686292201280594
prefill_restore_noninstr_dst,108,0.1734662503004074
prefill_restore_noninstr_dst,109,0.02400507964193821
prefill_restore_noninstr_dst,110,0.1245964989066124
prefill_restore_noninstr_dst,111,0.019381120800971985
prefill_restore_noninstr_dst,112,0.13372118771076202
prefill_restore_noninstr_dst,113,0.024598706513643265
prefill_restore_noninstr_dst,114,0.18219515681266785
prefill_restore_noninstr_dst,115,0.01893598400056362
prefill_restore_noninstr_dst,116,0.13628505170345306
prefill_restore_noninstr_dst,117,0.03401610627770424
prefill_restore_noninstr_dst,118,0.1570432484149933
prefill_restore_noninstr_dst,119,0.017562251538038254
prefill_restore_noninstr_dst,120,0.12846386432647705
prefill_restore_noninstr_dst,121,0.02003750018775463
prefill_restore_noninstr_dst,122,0.18392179906368256
prefill_restore_noninstr_dst,123,0.016621626913547516
prefill_restore_noninstr_dst,124,0.14096857607364655
prefill_restore_noninstr_dst,125,0.019923167303204536
prefill_restore_noninstr_dst,126,0.13138219714164734
prefill_restore_noninstr_dst,127,0.09258691966533661
prefill_restore_noninstr_dst,128,0.09758757054805756
prefill_restore_noninstr_dst,129,0.013668408617377281
prefill_restore_noninstr_dst,130,0.17445339262485504
prefill_restore_noninstr_dst,131,0.02041550911962986
prefill_restore_noninstr_dst,132,0.17989861965179443
prefill_restore_noninstr_dst,133,0.016977347433567047
prefill_restore_noninstr_dst,134,0.16140618920326233
prefill_restore_noninstr_dst,135,0.0121126314625144
prefill_restore_noninstr_dst,136,0.13512873649597168
prefill_restore_noninstr_dst,137,0.009381160140037537
prefill_restore_noninstr_dst,138,0.19315536320209503
prefill_restore_noninstr_dst,139,0.06930572539567947
prefill_restore_noninstr_dst,140,0.18362195789813995
prefill_restore_noninstr_dst,141,0.025625022128224373
prefill_restore_noninstr_dst,142,0.1512991487979889
prefill_restore_noninstr_dst,143,0.029604554176330566
prefill_restore_noninstr_dst,144,0.1521545648574829
prefill_restore_noninstr_dst,145,0.017142385244369507
prefill_restore_noninstr_dst,146,0.17580373585224152
prefill_restore_noninstr_dst,147,0.021094270050525665
prefill_restore_noninstr_dst,148,0.10499465465545654
prefill_restore_noninstr_dst,149,0.11200857162475586
prefill_restore_img_dst,0,0.04244524613022804
prefill_restore_img_dst,1,0.14494135975837708
prefill_restore_img_dst,2,0.11847539246082306
prefill_restore_img_dst,3,0.20431391894817352
prefill_restore_img_dst,4,0.21557611227035522
prefill_restore_img_dst,5,0.0737571194767952
prefill_restore_img_dst,6,0.1828671544790268
prefill_restore_img_dst,7,0.1142926812171936
prefill_restore_img_dst,8,0.09296364337205887
prefill_restore_img_dst,9,0.13021910190582275
prefill_restore_img_dst,10,0.10437954217195511
prefill_restore_img_dst,11,0.1883096545934677
prefill_restore_img_dst,12,0.06849202513694763
prefill_restore_img_dst,13,0.11771934479475021
prefill_restore_img_dst,14,0.09730798751115799
prefill_restore_img_dst,15,0.15687046945095062
prefill_restore_img_dst,16,0.09720800817012787
prefill_restore_img_dst,17,0.07447098940610886
prefill_restore_img_dst,18,0.07057605683803558
prefill_restore_img_dst,19,0.08083535730838776
prefill_restore_img_dst,20,0.07394213229417801
prefill_restore_img_dst,21,0.04983529448509216
prefill_restore_img_dst,22,0.09650580585002899
prefill_restore_img_dst,23,0.10719235986471176
prefill_restore_img_dst,24,0.12328983098268509
prefill_restore_img_dst,25,0.12469347566366196
prefill_restore_img_dst,26,0.05402803048491478
prefill_restore_img_dst,27,0.13054159283638
prefill_restore_img_dst,28,0.09447813779115677
prefill_restore_img_dst,29,0.10943812131881714
prefill_restore_img_dst,30,0.06059266999363899
prefill_restore_img_dst,31,0.05337970703840256
prefill_restore_img_dst,32,0.2606007754802704
prefill_restore_img_dst,33,0.10095817595720291
prefill_restore_img_dst,34,0.05998079478740692
prefill_restore_img_dst,35,0.18063125014305115
prefill_restore_img_dst,36,0.13405463099479675
prefill_restore_img_dst,37,0.12831930816173553
prefill_restore_img_dst,38,0.07371855527162552
prefill_restore_img_dst,39,0.0560600608587265
prefill_restore_img_dst,40,0.11086681485176086
prefill_restore_img_dst,41,0.1078534945845604
prefill_restore_img_dst,42,0.11469145864248276
prefill_restore_img_dst,43,0.058315034955739975
prefill_restore_img_dst,44,0.11186739057302475
prefill_restore_img_dst,45,0.0635695531964302
prefill_restore_img_dst,46,0.11014986038208008
prefill_restore_img_dst,47,0.059948500245809555
prefill_restore_img_dst,48,0.14012330770492554
prefill_restore_img_dst,49,0.2430143654346466
prefill_restore_img_dst,50,0.12541140615940094
prefill_restore_img_dst,51,0.043558742851018906
prefill_restore_img_dst,52,0.12339899688959122
prefill_restore_img_dst,53,0.08289721608161926
prefill_restore_img_dst,54,0.09868601709604263
prefill_restore_img_dst,55,0.04623311385512352
prefill_restore_img_dst,56,0.10132129490375519
prefill_restore_img_dst,57,0.07168207317590714
prefill_restore_img_dst,58,0.10431639850139618
prefill_restore_img_dst,59,0.07732602953910828
prefill_restore_img_dst,60,0.11930345743894577
prefill_restore_img_dst,61,0.0473068505525589
prefill_restore_img_dst,62,0.12433365732431412
prefill_restore_img_dst,63,0.11382782459259033
prefill_restore_img_dst,64,0.12074150890111923
prefill_restore_img_dst,65,0.09791780263185501
prefill_restore_img_dst,66,0.10947632044553757
prefill_restore_img_dst,67,0.05925317108631134
prefill_restore_img_dst,68,0.10614699870347977
prefill_restore_img_dst,69,0.04211465269327164
prefill_restore_img_dst,70,0.12353725731372833
prefill_restore_img_dst,71,0.10557860136032104
prefill_restore_img_dst,72,0.1551128476858139
prefill_restore_img_dst,73,0.0900275930762291
prefill_restore_img_dst,74,0.08329038321971893
prefill_restore_img_dst,75,0.04658256471157074
prefill_restore_img_dst,76,0.08313270658254623
prefill_restore_img_dst,77,0.09082943946123123
prefill_restore_img_dst,78,0.13709676265716553
prefill_restore_img_dst,79,0.04391806572675705
prefill_restore_img_dst,80,0.19581946730613708
prefill_restore_img_dst,81,0.1818436235189438
prefill_restore_img_dst,82,0.10094570368528366
prefill_restore_img_dst,83,0.040860798209905624
prefill_restore_img_dst,84,0.09618356823921204
prefill_restore_img_dst,85,0.06470982730388641
prefill_restore_img_dst,86,0.10428446531295776
prefill_restore_img_dst,87,0.042001888155937195
prefill_restore_img_dst,88,0.09828214347362518
prefill_restore_img_dst,89,0.08388973772525787
prefill_restore_img_dst,90,0.08344992995262146
prefill_restore_img_dst,91,0.03180084750056267
prefill_restore_img_dst,92,0.08896483480930328
prefill_restore_img_dst,93,0.07440739125013351
prefill_restore_img_dst,94,0.1350422203540802
prefill_restore_img_dst,95,0.04524097591638565
prefill_restore_img_dst,96,0.12093412131071091
prefill_restore_img_dst,97,0.11381135880947113
prefill_restore_img_dst,98,0.08834779262542725
prefill_restore_img_dst,99,0.04938310757279396
prefill_restore_img_dst,100,0.28633323311805725
prefill_restore_img_dst,101,0.10756215453147888
prefill_restore_img_dst,102,0.22095336019992828
prefill_restore_img_dst,103,0.04341312125325203
prefill_restore_img_dst,104,0.2612777650356293
prefill_restore_img_dst,105,0.07069117575883865
prefill_restore_img_dst,106,0.30246347188949585
prefill_restore_img_dst,107,0.1477017104625702
prefill_restore_img_dst,108,0.27829283475875854
prefill_restore_img_dst,109,0.05518269166350365
prefill_restore_img_dst,110,0.20427343249320984
prefill_restore_img_dst,111,0.08018936961889267
prefill_restore_img_dst,112,0.1992647498846054
prefill_restore_img_dst,113,0.037187233567237854
prefill_restore_img_dst,114,0.2715945243835449
prefill_restore_img_dst,115,0.049104832112789154
prefill_restore_img_dst,116,0.20637424290180206
prefill_restore_img_dst,117,0.04401618242263794
prefill_restore_img_dst,118,0.2484716773033142
prefill_restore_img_dst,119,0.07983358204364777
prefill_restore_img_dst,120,0.21405021846294403
prefill_restore_img_dst,121,0.06794631481170654
prefill_restore_img_dst,122,0.25210562348365784
prefill_restore_img_dst,123,0.03373144194483757
prefill_restore_img_dst,124,0.22131887078285217
prefill_restore_img_dst,125,0.07027045637369156
prefill_restore_img_dst,126,0.1832749992609024
prefill_restore_img_dst,127,0.11353521794080734
prefill_restore_img_dst,128,0.19259057939052582
prefill_restore_img_dst,129,0.07315696030855179
prefill_restore_img_dst,130,0.26388874650001526
prefill_restore_img_dst,131,0.0740819200873375
prefill_restore_img_dst,132,0.2703501880168915
prefill_restore_img_dst,133,0.11395134776830673
prefill_restore_img_dst,134,0.308879554271698
prefill_restore_img_dst,135,0.08496174216270447
prefill_restore_img_dst,136,0.23571868240833282
prefill_restore_img_dst,137,0.07820995151996613
prefill_restore_img_dst,138,0.33867037296295166
prefill_restore_img_dst,139,0.08813793957233429
prefill_restore_img_dst,140,0.2912142872810364
prefill_restore_img_dst,141,0.1167433112859726
prefill_restore_img_dst,142,0.26380807161331177
prefill_restore_img_dst,143,0.0795569196343422
prefill_restore_img_dst,144,0.2849312424659729
prefill_restore_img_dst,145,0.1583283245563507
prefill_restore_img_dst,146,0.2661902904510498
prefill_restore_img_dst,147,0.05841648951172829
prefill_restore_img_dst,148,0.1456182450056076
prefill_restore_img_dst,149,0.14353708922863007
prefill_restore_randimg_dst,0,0.9925258755683899
prefill_restore_randimg_dst,1,0.9969272017478943
prefill_restore_randimg_dst,2,0.9964061379432678
prefill_restore_randimg_dst,3,1.0009211301803589
prefill_restore_randimg_dst,4,0.9980036616325378
prefill_restore_randimg_dst,5,0.9970210194587708
prefill_restore_randimg_dst,6,0.9914590120315552
prefill_restore_randimg_dst,7,0.9964144825935364
prefill_restore_randimg_dst,8,0.999977171421051
prefill_restore_randimg_dst,9,0.9992669820785522
prefill_restore_randimg_dst,10,0.9992017149925232
prefill_restore_randimg_dst,11,0.9992548227310181
prefill_restore_randimg_dst,12,0.9915773868560791
prefill_restore_randimg_dst,13,0.881408154964447
prefill_restore_randimg_dst,14,1.0000380277633667
prefill_restore_randimg_dst,15,0.9944953918457031
prefill_restore_randimg_dst,16,0.9982311725616455
prefill_restore_randimg_dst,17,0.9844772815704346
prefill_restore_randimg_dst,18,0.998912513256073
prefill_restore_randimg_dst,19,0.9993266463279724
prefill_restore_randimg_dst,20,0.9987624883651733
prefill_restore_randimg_dst,21,0.9982295036315918
prefill_restore_randimg_dst,22,0.999891459941864
prefill_restore_randimg_dst,23,0.9997156858444214
prefill_restore_randimg_dst,24,0.9868897795677185
prefill_restore_randimg_dst,25,0.9878803491592407
prefill_restore_randimg_dst,26,0.9985743761062622
prefill_restore_randimg_dst,27,0.9929909110069275
prefill_restore_randimg_dst,28,0.9957059621810913
prefill_restore_randimg_dst,29,0.9955317378044128
prefill_restore_randimg_dst,30,0.99906325340271
